Turn,User Text,SNOMED Term,Code,Retrieval Score,Hypothesis,NLI Label,Entailment Score,Neutral Score,Contradiction Score,Decision
108,"I don’t think this is going to work, so I’m not sure setting goals matters.",Verbalizes plan for reduction of exercise barriers (finding),418075002,0.3874,"This person has verbalizes plan for reduction of exercise barriers (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to verbalize understanding (observable entity).",CONTRADICTION,0.0054,0.017,0.9776,DROP
108,"I don’t think this is going to work, so I’m not sure setting goals matters.",Verbalizes plan to support exercise (finding),418428009,0.3454,"This person has verbalizes plan to support exercise (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to verbalize understanding (observable entity).",ENTAILMENT,0.6916,0.2387,0.0697,KEEP
108,"I don’t think this is going to work, so I’m not sure setting goals matters.",Finding of level of hope (finding),365129006,0.3428,"This person has finding of level of hope (finding), which involves psychological function (observable entity), emotion (observable entity), level of hope (observable entity).",ENTAILMENT,0.9154,0.0783,0.0063,KEEP
108,"I don’t think this is going to work, so I’m not sure setting goals matters.",Motivation finding (finding),106121005,0.309,"This person has motivation finding (finding), which involves psychological function (observable entity), drive (observable entity).",NEUTRAL,0.0254,0.9602,0.0145,KEEP
108,"I don’t think this is going to work, so I’m not sure setting goals matters.",Level of hope (observable entity),247797001,0.3073,This person has level of hope (observable entity).,ENTAILMENT,0.9901,0.0049,0.005,KEEP
109,You just need goals to write down for the insurance companies so you get paid for this.,Verbalizes plan for reduction of exercise barriers (finding),418075002,0.3305,"This person has verbalizes plan for reduction of exercise barriers (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to verbalize understanding (observable entity).",CONTRADICTION,0.0185,0.0365,0.945,DROP
109,You just need goals to write down for the insurance companies so you get paid for this.,Verbalizes plan to support exercise (finding),418428009,0.3298,"This person has verbalizes plan to support exercise (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to verbalize understanding (observable entity).",ENTAILMENT,0.7923,0.1168,0.0908,KEEP
109,You just need goals to write down for the insurance companies so you get paid for this.,Verbalizes prescribed activity plan (finding),417938007,0.3228,"This person has verbalizes prescribed activity plan (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to verbalize understanding (observable entity).",CONTRADICTION,0.0698,0.0578,0.8724,DROP
109,You just need goals to write down for the insurance companies so you get paid for this.,Gains from sick role (finding),225816008,0.3117,"This person has gains from sick role (finding), which involves psychological function (observable entity).",ENTAILMENT,0.8781,0.0645,0.0573,KEEP
109,You just need goals to write down for the insurance companies so you get paid for this.,Ready for enhanced self-care (finding),425886001,0.3112,"This person has ready for enhanced self-care (finding), which involves psychological function (observable entity), readiness (observable entity), ability to perform personal care activity (observable entity).",ENTAILMENT,0.7622,0.1511,0.0867,KEEP
110,It’s hard to come up with goals because I’m not really sure what we’re doing in here.,Motivation finding (finding),106121005,0.379,"This person has motivation finding (finding), which involves psychological function (observable entity), drive (observable entity).",NEUTRAL,0.0481,0.8982,0.0537,KEEP
110,It’s hard to come up with goals because I’m not really sure what we’re doing in here.,Finding of sense of purpose (finding),365452001,0.3656,"This person has finding of sense of purpose (finding), which involves psychological function (observable entity), sense of purpose (observable entity).",NEUTRAL,0.3818,0.5556,0.0626,KEEP
110,It’s hard to come up with goals because I’m not really sure what we’re doing in here.,Difficulty making plans (finding),247584000,0.3358,"This person has difficulty making plans (finding), which involves psychological function (observable entity), cognitive functions (observable entity), decision making (observable entity), ability to plan (observable entity).",ENTAILMENT,0.9877,0.0121,0.0002,KEEP
110,It’s hard to come up with goals because I’m not really sure what we’re doing in here.,Finding of level of hope (finding),365129006,0.3267,"This person has finding of level of hope (finding), which involves psychological function (observable entity), emotion (observable entity), level of hope (observable entity).",ENTAILMENT,0.8927,0.0929,0.0144,KEEP
110,It’s hard to come up with goals because I’m not really sure what we’re doing in here.,Feeling content (finding),271599002,0.3171,"This person has feeling content (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.7859,0.1661,0.048,KEEP
111,"Well, I’m not really sure about it, but I guess I’ll give the thought record another shot if you think that’s best.",Thought echo (finding),247644004,0.3629,"This person has thought echo (finding), which involves psychological function (observable entity).",ENTAILMENT,0.9083,0.0853,0.0064,KEEP
111,"Well, I’m not really sure about it, but I guess I’ll give the thought record another shot if you think that’s best.",Thought block (finding),2899008,0.3531,"This person has thought block (finding), which involves psychological function (observable entity), cognitive functions (observable entity), thought process (observable entity), flow of thought (observable entity).",ENTAILMENT,0.7975,0.1864,0.0161,KEEP
111,"Well, I’m not really sure about it, but I guess I’ll give the thought record another shot if you think that’s best.",Thought insertion (finding),50543005,0.3231,"This person has thought insertion (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",ENTAILMENT,0.9454,0.0481,0.0064,KEEP
111,"Well, I’m not really sure about it, but I guess I’ll give the thought record another shot if you think that’s best.",Thought finding (finding),247619007,0.3216,"This person has thought finding (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",ENTAILMENT,0.8303,0.1567,0.013,KEEP
111,"Well, I’m not really sure about it, but I guess I’ll give the thought record another shot if you think that’s best.",Thought process (observable entity),247642000,0.3095,This person has thought process (observable entity).,ENTAILMENT,0.9953,0.0039,0.0008,KEEP
112,"I’m not sure where to start, or what to prioritize on today’s agenda. Sorry.",Finding relating to displaying ethical principles (finding),225842008,0.3503,"This person has finding relating to displaying ethical principles (finding), which involves psychological function (observable entity).",NEUTRAL,0.0747,0.8088,0.1165,KEEP
112,"I’m not sure where to start, or what to prioritize on today’s agenda. Sorry.",Finding relating to advocacy (finding),225831004,0.3502,"This person has finding relating to advocacy (finding), which involves psychological function (observable entity), behavior observable (observable entity).",NEUTRAL,0.039,0.9369,0.0241,KEEP
112,"I’m not sure where to start, or what to prioritize on today’s agenda. Sorry.",Verbalizes plan for reduction of exercise barriers (finding),418075002,0.3485,"This person has verbalizes plan for reduction of exercise barriers (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to verbalize understanding (observable entity).",CONTRADICTION,0.0007,0.0027,0.9966,DROP
112,"I’m not sure where to start, or what to prioritize on today’s agenda. Sorry.",Understands principles of advocacy (finding),225838005,0.3442,"This person has understands principles of advocacy (finding), which involves psychological function (observable entity), behavior observable (observable entity).",CONTRADICTION,0.0022,0.0126,0.9853,DROP
112,"I’m not sure where to start, or what to prioritize on today’s agenda. Sorry.",Needs an advocate (finding),225835008,0.3108,"This person has needs an advocate (finding), which involves psychological function (observable entity), behavior observable (observable entity).",NEUTRAL,0.0311,0.9646,0.0043,KEEP
113,"[Sad, withdrawn] I just don’t know what to say or do anymore . . . to you—or anyone.",Emotionally subdued (finding),225650001,0.4027,"This person has emotionally subdued (finding), which involves psychological function (observable entity), emotion (observable entity), expression of emotions (observable entity).",ENTAILMENT,0.9904,0.0092,0.0004,KEEP
113,"[Sad, withdrawn] I just don’t know what to say or do anymore . . . to you—or anyone.",Emotionally distant (finding),285847005,0.3697,"This person has emotionally distant (finding), which involves psychological function (observable entity), emotion (observable entity), expression of emotions (observable entity).",ENTAILMENT,0.9835,0.0159,0.0007,KEEP
113,"[Sad, withdrawn] I just don’t know what to say or do anymore . . . to you—or anyone.",Emotionally detached (finding),24936000,0.3696,"This person has emotionally detached (finding), which involves psychological function (observable entity), emotion (observable entity), expression of emotions (observable entity).",ENTAILMENT,0.948,0.0469,0.005,KEEP
113,"[Sad, withdrawn] I just don’t know what to say or do anymore . . . to you—or anyone.",Difficulty coping with grief responses (finding),423136007,0.3455,"This person has difficulty coping with grief responses (finding), which involves psychological function (observable entity), social / personal history observable (observable entity), emotion (observable entity), ability to cope (observable entity).",ENTAILMENT,0.8579,0.1419,0.0002,KEEP
113,"[Sad, withdrawn] I just don’t know what to say or do anymore . . . to you—or anyone.",Emotionally blunted character (finding),286717006,0.3454,"This person has emotionally blunted character (finding), which involves psychological function (observable entity).",NEUTRAL,0.0045,0.9939,0.0016,KEEP
114,I feel like you’ve been hearing me wrong since we started. You don’t seem to understand what I mean. Are you even listening?,Ability to verbalize understanding (observable entity),418907009,0.3474,This person has ability to verbalize understanding (observable entity).,ENTAILMENT,0.923,0.0554,0.0215,KEEP
114,I feel like you’ve been hearing me wrong since we started. You don’t seem to understand what I mean. Are you even listening?,Does comprehend speech (finding),716491008,0.3044,"This person has does comprehend speech (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to comprehend (observable entity).",NEUTRAL,0.0424,0.8232,0.1344,KEEP
114,I feel like you’ve been hearing me wrong since we started. You don’t seem to understand what I mean. Are you even listening?,Difficulty comprehending speech (finding),716475005,0.3028,"This person has difficulty comprehending speech (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to comprehend (observable entity).",NEUTRAL,0.0557,0.9371,0.0072,KEEP
114,I feel like you’ve been hearing me wrong since we started. You don’t seem to understand what I mean. Are you even listening?,Does not comprehend speech (finding),716494000,0.2937,"This person has does not comprehend speech (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to comprehend (observable entity).",NEUTRAL,0.0963,0.867,0.0367,KEEP
114,I feel like you’ve been hearing me wrong since we started. You don’t seem to understand what I mean. Are you even listening?,Does not understand own emotions (finding),224999007,0.2799,"This person has does not understand own emotions (finding), which involves psychological function (observable entity), emotion (observable entity), ability to understand own emotions (observable entity).",NEUTRAL,0.2196,0.741,0.0393,KEEP
115,"That was a really abrupt ending last session. I know we only have an hour, but I was kind of in the middle of something. That’s been on my mind ever since. I even considered not coming today . . . I guess I’ve been a little pissed off about it.",Feeling abandoned (finding),225015008,0.2813,"This person has feeling abandoned (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0097,0.9887,0.0017,KEEP
115,"That was a really abrupt ending last session. I know we only have an hour, but I was kind of in the middle of something. That’s been on my mind ever since. I even considered not coming today . . . I guess I’ve been a little pissed off about it.",Anxiety about resuming sexual relations (finding),225638007,0.2783,"This person has anxiety about resuming sexual relations (finding), which involves psychological function (observable entity), sexual relationship details (observable entity), functional observable (observable entity), emotion (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0076,0.9921,0.0004,KEEP
115,"That was a really abrupt ending last session. I know we only have an hour, but I was kind of in the middle of something. That’s been on my mind ever since. I even considered not coming today . . . I guess I’ve been a little pissed off about it.",Flashbacks have stopped (finding),416687002,0.277,"This person has flashbacks have stopped (finding), which involves psychological function (observable entity), cognitive functions (observable entity), memory performance (observable entity).",NEUTRAL,0.0027,0.9944,0.0028,KEEP
115,"That was a really abrupt ending last session. I know we only have an hour, but I was kind of in the middle of something. That’s been on my mind ever since. I even considered not coming today . . . I guess I’ve been a little pissed off about it.",Feeling wound up (finding),224970002,0.2723,"This person has feeling wound up (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.1242,0.8701,0.0058,KEEP
115,"That was a really abrupt ending last session. I know we only have an hour, but I was kind of in the middle of something. That’s been on my mind ever since. I even considered not coming today . . . I guess I’ve been a little pissed off about it.",Emotionally subdued (finding),225650001,0.268,"This person has emotionally subdued (finding), which involves psychological function (observable entity), emotion (observable entity), expression of emotions (observable entity).",NEUTRAL,0.0388,0.929,0.0322,KEEP
116,"Are you all here today? No offense, doc, but your mind seems elsewhere.",Spiritual health of patient (observable entity),105569009,0.326,This person has spiritual health of patient (observable entity).,NEUTRAL,0.2378,0.4557,0.3064,DROP
116,"Are you all here today? No offense, doc, but your mind seems elsewhere.",Absent minded (finding),46991000,0.3189,"This person has absent minded (finding), which involves psychological function (observable entity), attentiveness (observable entity).",NEUTRAL,0.3715,0.5534,0.0751,KEEP
116,"Are you all here today? No offense, doc, but your mind seems elsewhere.",Difficulty directing attention (finding),288773008,0.3169,"This person has difficulty directing attention (finding), which involves psychological function (observable entity), functional observable (observable entity), communication speech and language observable (observable entity), ability to direct attention (observable entity).",NEUTRAL,0.1063,0.8762,0.0175,KEEP
116,"Are you all here today? No offense, doc, but your mind seems elsewhere.",Unable to direct attention (finding),288770006,0.3089,"This person has unable to direct attention (finding), which involves psychological function (observable entity), functional observable (observable entity), communication speech and language observable (observable entity), ability to direct attention (observable entity).",CONTRADICTION,0.0091,0.0216,0.9694,DROP
116,"Are you all here today? No offense, doc, but your mind seems elsewhere.",On examination - mentally confused (disorder),162702000,0.3024,"This person has on examination - mentally confused (disorder), which involves psychological function (observable entity), level of consciousness (observable entity).",ENTAILMENT,0.757,0.2272,0.0158,KEEP
117,"Whelp, the homework was another big swing and miss. Made no sense. Can we not do that one again?",Verbal repetition (finding),25107009,0.373,"This person has verbal repetition (finding), which involves psychological function (observable entity), behavior observable (observable entity), functional observable (observable entity), cognitive functions (observable entity), speech and language observable (observable entity).",ENTAILMENT,0.8398,0.1429,0.0173,KEEP
117,"Whelp, the homework was another big swing and miss. Made no sense. Can we not do that one again?",Difficulty understanding three word instructions (finding),716481002,0.3586,"This person has difficulty understanding three word instructions (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to comprehend (observable entity).",NEUTRAL,0.0373,0.9612,0.0015,KEEP
117,"Whelp, the homework was another big swing and miss. Made no sense. Can we not do that one again?",Does not comprehend written material (finding),716495004,0.3523,"This person has does not comprehend written material (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to comprehend (observable entity).",NEUTRAL,0.0295,0.9546,0.0159,KEEP
117,"Whelp, the homework was another big swing and miss. Made no sense. Can we not do that one again?",Does not understand three word instructions (finding),716500001,0.3519,"This person has does not understand three word instructions (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to comprehend (observable entity).",NEUTRAL,0.065,0.9229,0.0121,KEEP
117,"Whelp, the homework was another big swing and miss. Made no sense. Can we not do that one again?",Basic learning problem in writing (finding),46781003,0.3493,"This person has basic learning problem in writing (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0383,0.9581,0.0037,KEEP
118,"I just don’t think you’re equipped to help me. The whole “cognitive triad” thing, or whatever you called it, seems bogus.",Psychodynamic complexes (finding),304895008,0.5896,"This person has psychodynamic complexes (finding), which involves psychological function (observable entity).",NEUTRAL,0.004,0.9874,0.0085,KEEP
118,"I just don’t think you’re equipped to help me. The whole “cognitive triad” thing, or whatever you called it, seems bogus.",Cognitive functions (observable entity),311465003,0.5597,This person has cognitive functions (observable entity).,ENTAILMENT,0.9215,0.0682,0.0102,KEEP
118,"I just don’t think you’re equipped to help me. The whole “cognitive triad” thing, or whatever you called it, seems bogus.",Cognitive function finding (finding),373930000,0.5552,"This person has cognitive function finding (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.1106,0.83,0.0593,KEEP
118,"I just don’t think you’re equipped to help me. The whole “cognitive triad” thing, or whatever you called it, seems bogus.",Psychodynamic relationship finding (finding),304858008,0.5381,"This person has psychodynamic relationship finding (finding), which involves psychological function (observable entity).",NEUTRAL,0.0145,0.9696,0.0159,KEEP
118,"I just don’t think you’re equipped to help me. The whole “cognitive triad” thing, or whatever you called it, seems bogus.",Finding of cognitive style (finding),365342001,0.5303,"This person has finding of cognitive style (finding), which involves psychological function (observable entity), cognitive functions (observable entity), cognitive style (observable entity).",ENTAILMENT,0.9451,0.0469,0.008,KEEP
119,"Now you just seem to be playing a psychologist . . . like the cliché ones on TV. But I guess you’re the expert, so tell me what’s next please.",Psychodynamic finding (finding),224993008,0.4309,"This person has psychodynamic finding (finding), which involves psychological function (observable entity).",NEUTRAL,0.0135,0.9734,0.0131,KEEP
119,"Now you just seem to be playing a psychologist . . . like the cliché ones on TV. But I guess you’re the expert, so tell me what’s next please.",Psychodynamic relationship finding (finding),304858008,0.4234,"This person has psychodynamic relationship finding (finding), which involves psychological function (observable entity).",NEUTRAL,0.0179,0.9654,0.0168,KEEP
119,"Now you just seem to be playing a psychologist . . . like the cliché ones on TV. But I guess you’re the expert, so tell me what’s next please.",Psychological pseudocyesis (finding),424040008,0.418,"This person has psychological pseudocyesis (finding), which involves psychological function (observable entity), cognitive functions (observable entity), inaccurate judgement (observable entity).",NEUTRAL,0.1853,0.7817,0.033,KEEP
119,"Now you just seem to be playing a psychologist . . . like the cliché ones on TV. But I guess you’re the expert, so tell me what’s next please.",Manic - mental defense mechanism (finding),286677008,0.4112,"This person has manic - mental defense mechanism (finding), which involves psychological function (observable entity), mental defense mechanisms (observable entity).",NEUTRAL,0.0247,0.9358,0.0395,KEEP
119,"Now you just seem to be playing a psychologist . . . like the cliché ones on TV. But I guess you’re the expert, so tell me what’s next please.",Delusional projection - mental defense mechanism (finding),286666002,0.4094,"This person has delusional projection - mental defense mechanism (finding), which involves psychological function (observable entity), cognitive functions (observable entity), mental defense mechanisms (observable entity), thought process (observable entity).",NEUTRAL,0.3865,0.5879,0.0256,KEEP
120,My mother was trying to remind me to “check in” on my thoughts and breathing yesterday. So annoying. People are always trying to solve my problems without possibly being able to understand what I’m going through.,Pressured by others (finding),225804002,0.3945,"This person has pressured by others (finding), which involves psychological function (observable entity), behavior observable (observable entity).",ENTAILMENT,0.9347,0.0637,0.0015,KEEP
120,My mother was trying to remind me to “check in” on my thoughts and breathing yesterday. So annoying. People are always trying to solve my problems without possibly being able to understand what I’m going through.,Negative automatic thoughts (finding),247653006,0.3846,"This person has negative automatic thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0064,0.9863,0.0073,KEEP
120,My mother was trying to remind me to “check in” on my thoughts and breathing yesterday. So annoying. People are always trying to solve my problems without possibly being able to understand what I’m going through.,Intrusive thoughts (finding),225445003,0.3798,"This person has intrusive thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0199,0.9679,0.0122,KEEP
120,My mother was trying to remind me to “check in” on my thoughts and breathing yesterday. So annoying. People are always trying to solve my problems without possibly being able to understand what I’m going through.,Anxiety about saying the wrong thing (finding),277839000,0.3724,"This person has anxiety about saying the wrong thing (finding), which involves psychological function (observable entity), emotion (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0081,0.9899,0.0021,KEEP
120,My mother was trying to remind me to “check in” on my thoughts and breathing yesterday. So annoying. People are always trying to solve my problems without possibly being able to understand what I’m going through.,Loud thoughts (finding),247643005,0.3692,"This person has loud thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity), thought process (observable entity).",NEUTRAL,0.0213,0.9589,0.0198,KEEP
121,"My partner cheated on me. And, no, there is no alternative explanation, so stop asking that! He cheated, so our relationship was a lie!",Delusion of infidelity (finding),8330006,0.3912,"This person has delusion of infidelity (finding), which involves psychological function (observable entity), cognitive functions (observable entity), inaccurate judgement (observable entity).",NEUTRAL,0.0336,0.9605,0.0059,KEEP
121,"My partner cheated on me. And, no, there is no alternative explanation, so stop asking that! He cheated, so our relationship was a lie!",Tends to lie repeatedly without reason (finding),286831002,0.3587,"This person has tends to lie repeatedly without reason (finding), which involves psychological function (observable entity).",NEUTRAL,0.0062,0.9919,0.0019,KEEP
121,"My partner cheated on me. And, no, there is no alternative explanation, so stop asking that! He cheated, so our relationship was a lie!",Abusive emotional relationship with partner (finding),423794002,0.3174,"This person has abusive emotional relationship with partner (finding), which involves psychological function (observable entity), behavior observable (observable entity), emotion (observable entity).",NEUTRAL,0.0359,0.9596,0.0045,KEEP
121,"My partner cheated on me. And, no, there is no alternative explanation, so stop asking that! He cheated, so our relationship was a lie!",Victim of abusive sexual relationship with partner (finding),418150003,0.3099,"This person has victim of abusive sexual relationship with partner (finding), which involves psychological function (observable entity), sexual relationship details (observable entity), functional observable (observable entity).",NEUTRAL,0.0236,0.9716,0.0048,KEEP
121,"My partner cheated on me. And, no, there is no alternative explanation, so stop asking that! He cheated, so our relationship was a lie!",Sexual relationship details (observable entity),228465009,0.305,This person has sexual relationship details (observable entity).,NEUTRAL,0.106,0.8916,0.0025,KEEP
122,"I did the measure you asked me to fill out. Honestly, I think I might have rated you lower than usual, but I’m not sure I want to talk about it.",Finding of level of egocentricity (finding),365398001,0.3198,"This person has finding of level of egocentricity (finding), which involves psychological function (observable entity), level of egocentricity (observable entity).",NEUTRAL,0.3566,0.6168,0.0266,KEEP
122,"I did the measure you asked me to fill out. Honestly, I think I might have rated you lower than usual, but I’m not sure I want to talk about it.",Moderate ego strength (finding),281772007,0.3107,"This person has moderate ego strength (finding), which involves psychological function (observable entity).",NEUTRAL,0.001,0.9971,0.0019,KEEP
122,"I did the measure you asked me to fill out. Honestly, I think I might have rated you lower than usual, but I’m not sure I want to talk about it.",Preoccupation with body size (finding),247637008,0.309,"This person has preoccupation with body size (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0128,0.9716,0.0156,KEEP
122,"I did the measure you asked me to fill out. Honestly, I think I might have rated you lower than usual, but I’m not sure I want to talk about it.",Level of interest - normal (finding),134418002,0.3034,"This person has level of interest - normal (finding), which involves psychological function (observable entity), level of interest (observable entity).",NEUTRAL,0.0086,0.9827,0.0087,KEEP
122,"I did the measure you asked me to fill out. Honestly, I think I might have rated you lower than usual, but I’m not sure I want to talk about it.",Finding of level of interest (finding),365462008,0.3024,"This person has finding of level of interest (finding), which involves psychological function (observable entity), level of interest (observable entity).",NEUTRAL,0.0098,0.9838,0.0064,KEEP
123,"You’re the worst. You keep asking me to interpret the situation in different ways, like my perspective is always wrong. It’s like you’re calling me a liar. My last therapist would not have called me a liar.",Conflicting attitude towards treatment (finding),704340003,0.4263,"This person has conflicting attitude towards treatment (finding), which involves psychological function (observable entity), attitude towards treatment (observable entity).",NEUTRAL,0.0081,0.9914,0.0005,KEEP
123,"You’re the worst. You keep asking me to interpret the situation in different ways, like my perspective is always wrong. It’s like you’re calling me a liar. My last therapist would not have called me a liar.",Abusive emotional relationship (finding),102899003,0.4181,"This person has abusive emotional relationship (finding), which involves psychological function (observable entity), behavior observable (observable entity), emotion (observable entity).",NEUTRAL,0.0033,0.9954,0.0013,KEEP
123,"You’re the worst. You keep asking me to interpret the situation in different ways, like my perspective is always wrong. It’s like you’re calling me a liar. My last therapist would not have called me a liar.",Abusive emotional relationship with partner (finding),423794002,0.3855,"This person has abusive emotional relationship with partner (finding), which involves psychological function (observable entity), behavior observable (observable entity), emotion (observable entity).",NEUTRAL,0.0034,0.9951,0.0015,KEEP
123,"You’re the worst. You keep asking me to interpret the situation in different ways, like my perspective is always wrong. It’s like you’re calling me a liar. My last therapist would not have called me a liar.",Feeling emotionally hurt (finding),225019002,0.3814,"This person has feeling emotionally hurt (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.002,0.9971,0.0009,KEEP
123,"You’re the worst. You keep asking me to interpret the situation in different ways, like my perspective is always wrong. It’s like you’re calling me a liar. My last therapist would not have called me a liar.",Preoccupied with emotional problems (finding),225001006,0.3793,"This person has preoccupied with emotional problems (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.003,0.9959,0.0011,KEEP
124,"To be honest, I wouldn’t expect you to ever really get me.",Unable to understand own emotions (finding),285845002,0.2827,"This person has unable to understand own emotions (finding), which involves psychological function (observable entity), emotion (observable entity), ability to understand own emotions (observable entity).",CONTRADICTION,0.0444,0.1964,0.7591,DROP
124,"To be honest, I wouldn’t expect you to ever really get me.",Feeling unwanted (finding),225017000,0.2822,"This person has feeling unwanted (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.4484,0.5391,0.0124,KEEP
124,"To be honest, I wouldn’t expect you to ever really get me.",Depersonalization (finding),79499004,0.2735,"This person has depersonalization (finding), which involves psychological function (observable entity).",CONTRADICTION,0.16,0.0766,0.7634,DROP
124,"To be honest, I wouldn’t expect you to ever really get me.",Difficulty understanding own emotions (finding),286569004,0.2673,"This person has difficulty understanding own emotions (finding), which involves psychological function (observable entity), emotion (observable entity), ability to understand own emotions (observable entity).",NEUTRAL,0.0549,0.936,0.0092,KEEP
124,"To be honest, I wouldn’t expect you to ever really get me.",Ability to understand own emotions (observable entity),225000007,0.2649,This person has ability to understand own emotions (observable entity).,ENTAILMENT,0.813,0.1793,0.0077,KEEP
125,"Well, I guess the homework you’re suggesting makes some sense, but I’m also easily irritated lately . . . especially when things are unclear for me and when they’re overwhelming.",Feeling agitated (finding),24199005,0.5312,"This person has feeling agitated (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.9904,0.0091,0.0005,KEEP
125,"Well, I guess the homework you’re suggesting makes some sense, but I’m also easily irritated lately . . . especially when things are unclear for me and when they’re overwhelming.",On examination - irritable (finding),162725004,0.493,"This person has on examination - irritable (finding), which involves psychological function (observable entity).",ENTAILMENT,0.9759,0.0198,0.0043,KEEP
125,"Well, I guess the homework you’re suggesting makes some sense, but I’m also easily irritated lately . . . especially when things are unclear for me and when they’re overwhelming.",On examination - agitated (finding),162721008,0.4683,"This person has on examination - agitated (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.9469,0.0478,0.0053,KEEP
125,"Well, I guess the homework you’re suggesting makes some sense, but I’m also easily irritated lately . . . especially when things are unclear for me and when they’re overwhelming.",Feeling irritable (finding),55929007,0.4471,"This person has feeling irritable (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.981,0.0181,0.0009,KEEP
125,"Well, I guess the homework you’re suggesting makes some sense, but I’m also easily irritated lately . . . especially when things are unclear for me and when they’re overwhelming.",Restlessness and agitation (finding),274647009,0.4421,"This person has restlessness and agitation (finding), which involves psychological function (observable entity).",ENTAILMENT,0.9874,0.0119,0.0007,KEEP
126,I’m not ready to try the next item on my exposure hierarchy.,Anxiety about blushing (finding),89225005,0.3299,"This person has anxiety about blushing (finding), which involves psychological function (observable entity), emotion (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0102,0.9893,0.0006,KEEP
126,I’m not ready to try the next item on my exposure hierarchy.,Arachnophobia (finding),102916005,0.2765,"This person has arachnophobia (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0023,0.9656,0.0321,KEEP
126,I’m not ready to try the next item on my exposure hierarchy.,Aerophobia (finding),440575001,0.267,"This person has aerophobia (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.022,0.859,0.119,KEEP
126,I’m not ready to try the next item on my exposure hierarchy.,Erotophobia (finding),54746005,0.2654,"This person has erotophobia (finding), which involves psychological function (observable entity), functional observable (observable entity), emotion (observable entity), erotic interest (observable entity).",NEUTRAL,0.0436,0.7712,0.1852,KEEP
126,I’m not ready to try the next item on my exposure hierarchy.,Teratophobia (finding),102923006,0.2633,"This person has teratophobia (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0062,0.9794,0.0144,KEEP
127,I don’t think I’m ready to do all of what you’re asking me to do before the next session.,Feeling nervous (finding),424196004,0.2994,"This person has feeling nervous (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0193,0.9793,0.0014,KEEP
127,I don’t think I’m ready to do all of what you’re asking me to do before the next session.,Difficulty understanding more than three word instructions (finding),716478007,0.2657,"This person has difficulty understanding more than three word instructions (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to comprehend (observable entity).",NEUTRAL,0.0242,0.9754,0.0004,KEEP
127,I don’t think I’m ready to do all of what you’re asking me to do before the next session.,Verbalizes plan for reduction of exercise barriers (finding),418075002,0.2623,"This person has verbalizes plan for reduction of exercise barriers (finding), which involves psychological function (observable entity), cognitive functions (observable entity), ability to verbalize understanding (observable entity).",CONTRADICTION,0.111,0.2155,0.6736,DROP
127,I don’t think I’m ready to do all of what you’re asking me to do before the next session.,Feeling tense (finding),263897001,0.2563,"This person has feeling tense (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.1984,0.7954,0.0062,KEEP
127,I don’t think I’m ready to do all of what you’re asking me to do before the next session.,Difficulty making plans (finding),247584000,0.2544,"This person has difficulty making plans (finding), which involves psychological function (observable entity), cognitive functions (observable entity), decision making (observable entity), ability to plan (observable entity).",NEUTRAL,0.1779,0.821,0.0011,KEEP
